Label,Text
2," totally forgot about the dgree show et al. Now ensconced in home, wine and ready for bed"
0, Hope your son is okay!
2,"I don`t get it, I was feeling fine yesterday. and now im a ball of sickness ! i hate the flu,"
2,"I`m really getting sick ugh **** nursing homes! Laying in bed, might go run later, watch some more movies with Austin. Sara & Sami left"
1,Anyone to recommend me JP artists with music similar to Soichi Negishi`s Amai Koibito?
1,Woo hoo.  Sun outside might be able to get some sunset shots tonight...  fingers crossed!!!!
2,I don`t wanna work tonight
2, they got attacked by the club
2,i miss my husband
1,looking for people
2,Whyyy am I still awake when I have to work at 8?! This is not good
0,Brothers Bloom won`t be opening this weekend in El Paso.  I`ll just buy Brick and enjoy that until I can watch Brothers Bloom.
0,"I love Mindy, She is my favorite employee"
2, I am sorry.
0, I listening Your album on youtube. So awesome. But i can`t buy it
0,Gooood morning!
0,"Back from SOAP, soooo fun."
2," ahhhh.same here with Geometry, like i said b4, if i didn`t have it, i would be graduated!! so i feel ur pain hun!"
2,i have a yucky burn
0," You got it! YAAAY!!! I was really worried your phone wouldn`t fit, so glad it does!  Happy Mother`s Day, lol!"
0,"We did it last year right around the time The Black Parade is Dead! came out. Awesome times, man."
0,I wish my sister lived near me
1, We`ve got a pool still boxed up because I need to level a suitable patch of ground before we can set it up.
1,"Cleaning my roooooooooom, about to continue playing with my DSI"
2,grrr hate when i make careless mistakes on docs i give to my partner
1, who sings `I Remember`? i alwaysss hear it on Radio 1 but never catch the artist
0,Chillin` following some cool people!
0," So!!! Why should that matter? I bet you would be GREAT at it! I do!!! It`s what you love, right? Why not go for it!"
1,Ppl dont miss out on me on this Follow Superstar Sunday
2,"Had to come in, was baking out there and have slight headache now"
0,Rainy Mondays... Is there a better day to work at home?? I am thankful!!
1,Great long-weekend so far   Going for a run now - no Judo tonight  Then off to Blue Water for some 'Retail Therapy'
1,"Out for a walk in the cornish countryside, on the great British bank hol   http://bit.ly/AILUn  http://yfrog.com/6rwwtj"
1,Happy Grey`s day everyone! Oh I miss Grey`s!!
0, thanks..
0,"Sitting at work, waiting for this day to be over with. It is always Fridays that take forever. Wish the weekend would get here already."
2, That is annoying. What gear is it? I`ll take it off your hands
2,"i`m out of books to read, movies to watch n stuff to buy...i`m bored!"
2,7.53.  7 minutes till 8. This is not my best day.  I`m late for class again.
2,I miss you guys
1,found any decently priced breakfast yet? i hope you do  
1,I am at my grandparents place
2,*sad face* project-m keeps crashing my itunes
2, Taking the souls of your friends and family and watching them die is a nightmare. Trust me
2," you can have the sun too. It all sucks, especially for my pale whiteman skin.   I can`t stop sneezing, and I blame you."
2,Stood outsiden got the WORST butterflies everrrrr!
0,"...and Sykes will lose a few gigs while gaining some better ones. Frankly, the best thing the rightards can do is scream about this."
2,whats wrong with my flickr  http://www.flickr.com/photos/frenchtoastcake/ my quilt top photo only shows when you click on it! SAD STORY!!!
1, like the name  what kind did you get?
1,"going to shibuya, meet my mom, get my contact lenses, then shinjuku"
0,Miley Cyrus = great actress
0,Hey had some fun with friends !!!!!Now cleaning
2,will deplurk! GAH!! need to concentrate on Jap! Visit my http://jynxedpanda.com (site) if you have time  heh... http://plurk.com/p/rr2ly
0, imagine i would say'bitch!' lol if i were ma d! haha but im not cuz ur cool
2," Lol - I could try!  Seriously tho, dont do all of it! That sucks! ****"
2,has a headache already?  boo
2,_apple miss you too kid i sent msg to you on yt
0, Thanks G! My actual birthday is on Tuesday and I will be 24.
2,I am so hungry...if my arm were on the core diet I would eat it!  Guess I have to wait until dinner is ready
0,: cool that you liked germany and the awards! i saw you on TV cause i couldn`t come to the comet and see you live  xoxo
0, Always welcome sweetie! *HUGS*
1,Grass mowed. I can haz playtime now? No?  says we have errands to run
1,_Ellen and she`s 9.5 and a rescue.. bad hips.    She deserves pampering!  She`s full of life though!!
0," have a great night, it was so nice meeting you last night! You are a sweetheart!  xoxoxo bye for now."
1,"Is having a darts party with the parentals, my neighbor, and !"
1, yea so wassup
2,Boring starting work weekend soon................ 1st need to get a Tim Coffee so I can make it through this **** night shift........
0,"Good mornin. Today will end early, woo. Gonna work on rick`s surprise PROJECT DUE ON TUESDAY"
2, i hate feeling like this
1,"All the cool people I want to find for following today are #English, and I guess the English don`t tweet."
2,"We are on the slowest train ever, it stops everywhere. Missed a quick train by a few minutes"
0, that`s a brilliant idea! only one buzz though
0,"I have a 4-H lamb meeting. It should be fun. And it is sunny! Yay! I can play with my horses this afternoon. Clap, clap, clap!!!"
2, DUDE. same.  it hurts
2, Why do you not respond me?
0, I`m sooooo excited to see you also love.....let the craziness begin  7 daysssssss YAHOOOO
2, miss u more
1,  does the Creepy Lolipop guy play head esploder 5  ??
0,Good mornin` everyone . Beautiful sunday for all the beautiful moms of ours. Had my breakfast with the lady ....   Lets move on .
1,"_hypnotic oh thanx, just when i thought ilost it, iappreciate it"
0,"am chillaxin after a busy BankHoliday, Hope everbody had a gd wkend! Holiday in 12 days!!!  ****"
1, Aw not again!  Feel better soon bb!
2,"i feel like i`m quarantined everywhere i go... pinkeye, go away already!"
0, PRIDE next weekend in Long Beach!!
0,Loved the sun today. Did not love a black suit and black top plus 6 trains/tubes to get to my meeting and back  Need to shop for summer
1,i want to go to singapore but my mother seems not
0,_com All breaking news will be tweeted here I hope  welcome to twitter!
1, dear ITTO what could possibly be THAT bad? Xo
0,In this exact moment i have decided that in some point in my life.. i am going to adopt a child
2,"Holy **** it`s super sunny, Friday and Whitsun, my tube is deeeesearted. Wish I was in the park"
0,"AHHH - Whatchu talkinï¿½ baby?  HAHAHA I canï¿½t believe youu:O heh, actually I can. Life is worth taking risks... http://tumblr.com/xs81qy54s"
0, hahaha tempting! but nvm la. i`m quite a klutz.  i actually fare better with my hp cam LOL
2,I think the UPS web site hates me now. Still no Brewing supply package.  Held hostage at work by slow UPS delivery
2,I should`ve known something would go wrong. The van is having problems. Oh please tell me it will not cost us an arm and a leg
0, congratss to them
1,having a good day at work lots of sales but boss is under foot.   she`s a nice person but i dont like the boss bugging me
0,"working away just now, hopefully it stays nice for the afternoon and evening! possible BBQ weather!"
0, lol awesome i have randoms following me
1, yeah ill be on verizon... so those are my two options right now...
0,the best things in life are free  x
0,"BTW, hey ppl. lol TGIF. Hopefully ur day is gr8. Mine is aight. Feeling like it kinda sux I got no plans 4 the wknd...."
2, I`m sorryyyyyy  I`ll be home as fast as possible where we meeting at?
2,ugh. trying to respond to all of the emails/voicemails/facebook messages that I missed while out of town. this could be a while
0,Law week is gonna go the **** off  SO EXCITED
1,Is working all weekend
1,"Morning tweeple,way to early again"
2,I have to goto work now ahhh kill me  my life isn`t going the way I want it too atm. Ta ta kids x
2,sickkkkk.  GET ME OUT OF THIS HOUSE! need to get active. whats going down? Celina havin a party? hit me uhpp!
2,is going home... I`ve seriously had enough
0, You`re welcome.
2," I`m not going, sadly.  Maybe next year, eh?"
0,Hey Tweeps...good morning. Wussup America...Talk to me tell wut`s on ur mind..
1,"actually, i like almost everything about my job right now. except the part where it`s not permanent"
2,boo! i can`t sleep again  saying hi to random people
0," YAY!! that`s so cool  aww that woulda been sweet, no worries though! I`m just glad you had fun!!"
0,sweet situations.
0," Thank you, Judy! Same back at you!"
2, you fail. at life.
1,12 more days until CA!! i get to see my paniniii
2,Stupid bipolar weather ruined my day off
0," ah, ok  thank youuuuuu!"
2,fo shizzle. . . i`m bored and wanna go do something.  wish i went to pisay today. oh wellz. wonder who were there.
0,_andersen thank you Eric!  glad u appreciate that!
2,Stupid red hair is too difficult on the upkeep. Re-dyed it a more manageable brown-red. Boo
2,long day and i still have to mow the lawn
1, Nope. Just come back to CT
1,This is a joke surely? http://prune.it/WEAt
0, awww  ok lol hopefully by than im still here and not back over in the states
1, It tells me I`m not a member of the private beta  and I`m not going to just start pretending to assassinate people
0,*yaaaawwwwnnnn* thx to bank holiday... let`s see what today has prepared for us...
2, Hope the train remembers the way - they can go a bit loopy on bank holidays
0,is soo in love with beyonce`s song 'smash into you'
2,I REALLY wish I was spoiled!
1,thought I was going to have a fun day
1, nowhere babe  ice come to do a few jobs here this morning *sigh*
1, I think I have some tea somewhere. It`s probably old though.
0,Morning Ali a big thank you for yesterday love you always xxxx. You out on the bike today? Don`t forget to get a helmet ok
0,"Ohhhh man  My mom got a bag of these caramel candy things, they`re soooo good. I`m going to get so fat off of them ;__;"
2," that`s family for you  imna crash, woke up 630 3 days in a row....lol"
0,",.. oh the Mint Lounge ...AWESOME night"
0, Sounds like fun  LoL. At least you still have some hair right?  how was the weekend?
2,bad mood and i dont feel good. too bad no one cares
2, I could do with another one now myself. was back to work on Monday after being off for 7 weeks  not good.
1," - Aww, yeah, dear Nicky  ."
2,"California`s budget deficit (now at $24.3 billion) means big problems and lots of cuts, including 220 of our state parks"
2," say hi to me, i`m depressed cause i cant see you"
0,_ I got 71! That`s more than I`m following... I feel special now
2,oh! i think i didnt do well on my photo editing for Db!  sorry :|
2,My head hurts so bad I could scream!
1, You mean set up to start using? just jump in! Use the # sign with whatever word you want to use
2, sorry change of plans for me   :`( revision for monday exam in a park with one of my friends
2,_Fear_Me samee.. it sucks..
1,So over it!
1,"Har Har, #swineflu is everywhere: http://twitpic.com/4jb4o  (via )"
1, I will be sending it to you when I get my first check if I make enough lol I have only worked like 8 hours so far
1,"wish I was feeling better...I`ve been holding a potential cold at bay for a few days now & I think it is winning...aches, cough"
1,Back home after a funeral for my wife`s grandfather today.  Now its time for homework
1,_x Yepp.  Do you Like Dylan or Cole Better?
0, yessir that is 100% right
1," I wanna go, but I so freaking broke   Have fun for me"
2,I don`t think I`m very well. Just in time for the weekend
0,HAppy Mother`s Day to my Mom...that lady is the coolest  I love u ma!
0,I`ve got great expectations of tomorrow  It`s gonna be awesome!! ? http://blip.fm/~5jf53
1,Welcome new followers also
0,"the scrubs finale was beautiful, just so so perfect. can`t believe they`re gonna do another season"
0, Sounds nice! If you try the recipe you gotta tell me how it turned out!
2, !! I miss you too.
0,So so happy to be with  - she even makes doing laundry wonderful
0, wow thot we`d lost ya lol lol
2,Regrettin some of the decisions I made
0,rock week  i don`t think danny`s gonna go home this week  he`s never been in the bottom three.. and he`s a really good singer
1,I chilled in my room with my baby book missed my bro leavin  he really is cool had a stripper shirt on said I suppoort single moms! Funny
1,in edinburgh. just had a chinese yum! better take wee haggis out hes cryin at me   dunno y tho xox
1,is in PHP website upgrade hell on a Bank Holiday. How`s that for planning!
1, I forget you`re from Venezuela! Talking with you is like with my classmates.
1, fingers crossed for you.
1, y r we giving up on people?  I actually thought that way for a while too before I found someone who is very intriguing
0," Possibly, yes."
1, I wish you weren`t going to a 19+ venue in Vancouver
2,"y do i even bother getting a new fone..i just **** break them anyway,,,fones dont float,,especially when thrown in the pool"
1, i couldn`t eat all my nuggets  finish them for me.
2,Can`t believe this ****! I`ve spend 30 minutes for for a snickers ice cream... Seems like no one does then anymore!
2, and he REALLY doesn`t like Shiny Happy People. I`m a local REM expert btw. Saw them for the first time in 1986.
0,I wish I had a dog
0,got 34/40 for exam 1... percentage doesnt look good.
1, *whew* Ok good.I really don`t want that too happen. All my friends loved it. Can`t wait to talk about it monday in class.
0,"All alone in this old house again.  Thanks for the net which keeps me alive and kicking! Whoever invented the net, i wanna kiss your hair!"
2,Checking out Twitter Trying to find people I know....Unfortunately no one I know uses this website
2,"weekend with my cuzzo Vivi, I can`t stand to have her leave me in 3 weeks"
1,Paid all my bills only to go out to the mailbox to find more of them
0,Reese`s pieces ily
2,Got back from Arizona yesterday.  Moved the furniture and stuff out of the Arizona house and shipped it to Redwood City.    How sad.
2,Is still tired  due to late nights out and work and has to b up early again 2moro 4 work bad times!
0,"Good am all..: hanging out with ma dad 2day, looking for a job still.."
2,10 minutes to boarding; 14 hours to home. no window seat
2, I feel almost empty inside today.  Not a good feeling.
0,"Want: Trip to Boston next month. Need: Addit`l motivation to save the $ to do so.  Beloved daughter wants to go with, which = 2x the $."
1,To bed I go   Nighty Night
2, On the way home dood.. Dont think the crappy vodafone gprs can handle yaymen.com
0, HAPPY MOTHERS DAY MARK
1,Morning peeps... If you need to get at me you know where I am... I`ll be around  ? http://blip.fm/~5jtyh
0," I don`t say it, I KNOW it.  Because I`m just good like that"
1, hahaha i was like :O DOUGIE THATS HARSH!!! are you happy he replied?
1,"P9 for Danica and your team... Not the end of the world, now is just hopes for a great race"
1,Going to Houston and Nola this weekend with . Who wants to join us?
2,this sucks schools over and there is nothing to do
1,_in_NH night bud
2,texting my friends and being bored...   gosh i hate rain!!
1,going camping in a coupla hours. gotta pack everything... by myself
2,"Just got in a bit of a car accident, poor Patrick"
0, Am happy to provide backup support for all murderous rampages
2, You burned yourself too??? So did ! ohh no...  xoxo
1,_witty  yes france/belgium was good  carnt belive how much traffic we hit on the way back
1,YO I`m just on the computer
1,"Offline for now, I`ll tweet again later..."
1,"Enough already about Wolfram Alpha: The Next Google, Or the Next Cuil? http://bit.ly/6HESZ"
0, everythings fine now
2," hm, this not a good medium for much more then yes/no  I am responding to previous posts,days ago, & other conversations we had"
2,is traumatized and saddened by the 2 baby squirells she just found on abandoned on the sidewalk.
1,I really need a job.
2,Has a bad headache
2,"I miss my closest freind,Shirley, She went to France for the summer  I miss you Shirley!!!!"
0,enjoying my Bank Holiday  Just had a meeting with the real estate agent who will offer our Amsterdam apartment for rent
0,The sun is out here in Melbourne! Happy Mothers Day to all the mums out there
2,"  Ya, it was pretty bad. Not sure when I will get to go visit. We have been super busy lately."
0,http://twitpic.com/4j8us - It is interesting that VS2003 generates a setup script for uninstall.
2,Trying to figure out this thing...it`s not going well
0, haha..yeah..10th of May..lol..im greeting in advance! haha
1, YAY YOU! So proud of you!  and I`m not even being sarcastic. Even though you told me to shut the **** up.
0, thx! Hoping it`s a good week.
1, Haha... How could u? dun eat properly rt? see lar~ Go take medicine
2,After work....Hillcats game!   .25 cent hot dogs haha
1, salt and vinegar
0," That`s a great point... but I`m not **** in ANY! woods, Sara... you should know better.  Haha"
2,agh! freaking out about going to Wales already! >< not packed!!
0,Well it`s friday and usually the start of something awsome...I`m not sure if that`ll be this time around  I gotta shake this
1,Going to  for lunch today with . Who`s in? I still need to hit the ATM.
2,"****, hi Facebook ? what`s wrong with you ? can`t add photos"
1, hey hey..i`m only finishing on the 10th of june
0,Happy Star Wars day everyone! and Enjoy the holiday (UK)
2,today was the last day of high school for me and i ended up going home sick! ... stupid dead rats
0,"On my way to work, cant be bothered"
0, very cute and pretty
0,"@_anh Hmm, tasty!  Going to have curry rice with peas probably. ;)"
2,The parking meter computed 25 plus 25 is 40. I got jipped! And the 10 free minute button didn`t work.
2, lol @ half - I already have a bulky desktop- I`m geared up for super slim and light: SSD performance is unreal
2,"LOL! Made a huge mess of my school shirt, was using charcoal sticks in 2D art"
1, that`s not great  guy related??
2,"The birds are out,, oh man... That`s NOT cool && I didn`t sleep yet for the night!!!"
2,feel crappy today
2, Aww  Yeah I feel you. I know its hard.
1,http://twitpic.com/672s3 - What I woke up to this morning...I didn`t want to leave bed.
2,gutted - the handbag I wanted has been sold!
0," {{{HUGS}}} Okay, just making sure!"
1, my sentiments exactly
0,"unhooking my pt`s, then home to SLEEP! SLEEP IS GOOD"
0, hell yeah! Belgian beer is the bomb!!  :p
0, Your welcome hun!    They are all amazing people - make sure to say hello to them!
0,Having dinner at Jiuliani`s with family YUM!!!
1, he`s retiring from the tonight show  im so bummed. he was awesome ha. AND CONGRATS MY DEAR
2, **** i got a **** of hw to do 2nite
0,I just got twitter for my palm  <3
1,"Iis working until 4 now and really wants geordanos thin crust cheese, black olives, peperoni and mushroom pizza"
2, miss u m8   we NEED tae have a catch up n that
2,PEOPLE!!! wat the hell is a follower on twitter???? I DONT GET IT!!!
1,"  firefox ok, but opera and IE - footer is not ok"
0,Someone just admitted to having a crush on me.. That`s cool
0,Driving fast is SO much fun. I went 80 in a 25. Hahaha. Goodnight!
0,says HAPPY MOTHER`S DAY TO ALL THE MOMS OUT THERE!  http://plurk.com/p/stezd
2, guess I missed out on more than beer and a good time
2,sorry to tweet about BGT but poor wonderful crazy weird Greg  so not fair. the silly little girl is never going to cope. urgh. NOT FAIR.
2,Month end... still stuck in my office waiting for the stragglers to get there s#!t together.
2,I will move anywhere as long as it has a freaking dishwasher! I despise doing dishes
1, i tryed that the other day but they werent giving up what they were using!
0,Happy Mother`s Day to all the moms out there!
1,back home in palmdale. in bed with my mommy
0,But I do know is that I am extremely happy with him and wouldn`t change him for the world and don`t want anybody else.
1, concert please explain? im intrigued
0,"Pegel..cape ya keliling kuil..but,totally awesome!was amazed by the temple,culture,ambience..truly amazing thailand"
1, it was ok after all. a couple of things made us late and stuff but after we got there we had a lot of fun.
0,New York from 1500ft looks rather good. Last night in the Big Apple.
1,Math is amazing and hell at the same time  socialily that is the naiv part is fine.
1,haha gunna go buy a whole bunch of emo/punk clothes
1,Booo. Finally I could get back on here. My Internet went out
1,"Morning all  sun is shining, birds are singing - time for a cuppa T in the garden while reading tweets  http://twitpic.com/4ws9r"
0, as to sleeping with whom ? You have your rocking sheets  I hope the smoothness is endulging can`t wait for my blankets)
0, We never miss ICarly - my son has a huge crush on Miranda
1, anychance you can get matthew to give a shout out to my mum Sarah for mothers day! we saw 'Ghosts from girlfriends past today'
0,"_grant  Hey Donna, lovely to see you on Twitter."
2,"I hate having to put my toddler in a disposable, but her rash needs ointment. I hate her having a rash even worse."
2,"_Jim I so much want to see the screen adaptation of Kick ****, but once i found out Nick cage was in it, my heart sank"
2,"Sometimes, twitter makes me feel like an outsider.."
1,goin` to casa milan`s club house...
2, what a riot..now you can tell you`re friends you`ve got chlamydia..but you`re hoping to get pox-syphilis soon
2," from your fevered imagination, my son"
0,"Happy Mother`s Day, Moms!!! You are wonderful!! Have a great day"
1, meeting the boy?
2,Aaaaaaaa!! I hate **** winshit!!
1,Looking for a vibrating phone is like trying to find 'a feeling.'
1,   Delays/cancellations really bite. Have had my fair share and can sympathize. Hang tough!
0," fantastic, love all things Krautrock"
0,Wish I was in London to personally witness the Nun Run! What a great idea for the opening of Sister Act`s new broadway show
1,http://twitpic.com/4jgro - me again
1,Morning back to all
1, i keep thinking about FOOD! i made myself some tea
1, LOL yea the fondue is on point... but that Chocolate Lava Cake is what you really want...but I wont be here   Im Mon-Fri babes!
1,"Plan, successful?"
2,"MAD AS HELL! SOMEONE STOLE MY PINK & BLACK LEAPORD PRINT PUMPS I WANTED TO WEAR TODAY  BUT TO GOD BE THE GLORY, HE`LL BLESS ME ABUNDANTLY"
1, Welcome back to Japan
1, I know  haha night
0,just got back from greenlake.  it was such a nice day today!
0," thanks neemah. I`m gonna be soooo close to you and izzy, yet so far"
0,"is sipping OJ in the sun in San Pedro at La Soberana again, with sunny smiley Nita...  The garlic tomato paste is delicious! Yummy!!!"
0, Thanks  New work will arrive in a few weeks
0,: yes  and ily
0,"Love is an air-conditioner on a hot day...a heater on a cold day...and a warm body in bed any day  -  yep, me again"
1," You`re the third person to ask me out on Mon afternoon ;) I`m so sorry, but I`m helping tutor my friend for C1/C2  ****"
0, and all chevre: please follow me at  for chevre only   I`m using  for public tweeting!  Thanks!
2,I know I shouldn`t be saying this but **** it..I`m **** as hell  http://twurl.nl/8q6cjc
1,i`ve just open this thing
0," yeah she`s part lab, part spaniel.. all energy hehe but i love her to death"
1, Hey Charicee! How are u? Are you going to come to Italy again? please tell me yes
1,someone take me to LA  I NEED TO SEE THE LEMON TREE
1,What do you think I`m doing at the moment? Yeah you guessed it  http://www.phoenixfm.com/listen-now.php
0," Fun to read, thanks! You Brits make things interesting  Funny they whittled 33 saints days to four,... http://ff.im/-2zgfk"
1, lOL 518 that was not the year i was born  lol
2,This is getting on my nerves. I cant change my pic
0,/ happy mommy`s day
1,Doing some test shooting later this afternoon.  Did I mention being in Holland for an indie wine festival this week? My tongue is red.
0,"goodnight loveee, i have to attend extra classes at school tmrw. urgh"
2,dont get to see my boys tomorroww.im sad
0,I like taking my dogs with me in the car when I run errands. They are always excited to go anywhere. like this morning to Krogers.
0,"14 pages left to read, then it will be time to start all over again, and again.  Off to Lunch Duty...love 6th graders"
1,Almost 2 more hours then i`m out of work. Time couldn`t go by any slower.
0,Happy Star Wars Day! .... May the 4th Be with You!
1,nothing right now to do
1," Hey, not anymore. I`m back now."
0,is thrilled prom went well
1,Taking the day off and doing absolutely nothing    Studying begins on the morrow
2, Omg i`m on a one year work permit! Going home end of June...i`m really gna miss it   #canada
2,everyone has left me and gone to bed
0," i think it`s fun, you gotta hide, and defend from your enemy, fun huh?"
1,"2 days of this month left, and I only have 400MB left on my onpeak downloads."
1, of couuuurse fika  i`ll pray thes best for you then.
1, can you stop working so i can have someone to play with !
1, not nerdy at all. I made one yesterday.
2, I shall annoyingly tweet at you tomorrow.
2," I know, twitter is depressing me tonight"
0,  Morning!  Happy Mother`s Day Miz!!!  Thank you Lance!!!!
1, or maybe start your own Arabic teaching podcast?
1,Good morning ladies and Gents.  it`s going to be an awesome day 'even though the weather is terrible'
1, no sign yet
2, Hi SweetiePie!! It`s Friday night and I`m .... missing my sidekick & his slippers.  It`s just not Friday night w/o him.
2,Aww.. I lost 3 followers.  FOLLOW ME !
2,"cold,so cold ****!"
0,i bought a Italian horseshoe charm. Dragon! it seems to be very strong
0, heyyy you ALWAYS look nice  wanna come to my friend`s party? its june 8th long weekend in sydney
2," Oh same here, can`t believe they killed him off!  Hate Stringer now!"
1,"Jamie @ Sean Cody, up for some angry ****?: Jamie @ Sean Cody, I wouldn`t piss this one off  Hey there Guys, Do.. http://tinyurl.com/ddyyd6"
0," OK David, talk later  Have a great dayyyy ay ay ay ay"
0, i like it
1, shut up  you know what! oll just like zack again then.
1,im contacting PAWS Philippines so i can find 'tiger' a new owner. im so sad. i love my dog soo much
0,"i think i just about have all my info syncing properly between my mac, mobile me, and iphone. yay! finally"
2,Ugh cant sleep on  this bus.  still have like 5 hours
2,I cant get all my rwitters on my phone this phone sucks
0,Watching One Fine Day while eating my cereal. Start a good sunday with a good movie
0,"had a great shot yesterday, editing pics now"
1, Thanks...I really do appreciate that. I know it will be the hardest thing I have ever done
0,Sooo readyyy for the summerr babyyyy!!!!!!!!!
1,"My debit card is going the same way as my credit card, it`s snapping"
1," going through your tweets right now, probably missed all the good ones in the last 4 hours"
2,"Steve makes fruit smoothies for me each day & they are berry delicious, I made mine today & it was berry, berry bad"
1, your welcome
2," already did... index finger, left hand... still bleeding, hurts pretty bad. I hate being clumsy"
0,Morning twitts heading home  had a great sleep over w. my bf Tennille!
0,wishes that you would see not with your eyes but with your heart.  http://plurk.com/p/sv5bb
2, i know... I don`t want to be left in our home by myself during the weekend...
2,dont wanna cry  but the seniors are out there graduating&its breakin my heart;but im home
1,doing chemo
2,  I Hate It There Should Be A Endless Supply Of Hot Water!  I Put the Water Heater On 20mins Ago So Ill Be Gone In 10mins  ****
0,its too early to be up! wishes i could sleep in today
1, cont...and then it goes to waste  no one likes stale sweets. That reminds me of this cute song called Stale Cupcakes lol
0,"So, I finally got my but on Twitter. Let`s hope I make good use of this site"
1,going drinking tonight... drinking away the blues......
0,"_Duckett GREAT pic!  How fun!  Love food and wine festivals...well, beer fests too"
1,IT`S MOTHER`S DAY
0,having my brecky. Good Morning  x
0, I`m glad  you def needed a pick me up!  drama free!
2, I know what you mean  rain sucks...
0,Two fantastic shows in a row
1,"Gonna miss you Nanna & Bampa, She going to the lake disdrict ):  Omg !! got disney channel. Miss you baby matt  Love you x Will do mitchel"
0,finally leaving this place! woohoo! school time!
0,"Not at prom. Ha! Chinese, iced chai, and some old school pokemon. Good night"
2," but ... but it`s michael bay ...*sigh* i`m sorry, love - didn`t know you felt that way about it   XD"
2,"  just finished mine, some parts were remarkably difficult  cramming kanji now!"
2, im gone miss ya`ll Lol.don laugh im serious.its bittersweet. lookin forward 2goin home but cant wait till nx semester!
1, I`m writing more fanfic.
1," i know, don`t tell anyone  i dont know if my dad told the famz yet. i think i`m taking it online."
2,getting bored of walking up and down the stairs
0, ReTweeting`s my favorite.    #palin
1,_assassin  We are soooo sorry   We love kitties and know how much they become a part of you.
0,_11 thanks. enjoy the movie! i hope all is well with you te.
0, hahaha. do it  you`ll have a blast.
1,WALC-ers are you ready to cry? its going to be a long day of reminiscing
2,Missing the shotgun match because I was guilted into going to the store with the wife.
2,"Is feeling sick, probably a summer flu"
2,I wish I could get my nails done  stupid job
2,"  It is so unfair, Hustlaball, US citizens working here, Personal Appearances Expectations, Prowler, can I do that there?"
0,lao mein and spanikopita HAHA you would have to be here to know
2," nothing much, juss really bored! hbu?"
0, haha its awesome i always have to use it when i eat
0," It`ll be worth the wait, I`m busting a gut here."
2,I just saw a load of ambulances & police cars & a car smashed up with a roof lying in the road.  :'(  that`s 1 man dead 4 sure.    .
0,Happy mothers day mom  ?
1,having my dinner. eating bangus.  it`s a fish.
1, i will HAVE to agree w/ u
0,Its a Bank Holiday!..... If you`re happy and you know it CLAP YOUR HANDS!
2, aw  were sad you had to leave tokyo. come back.please
0, i`m trying to figure that out right now
2,"Got caught in the rain. Sand Monsoon all the way home, even though i looked like a complete idiot"
0,Weekends are Great....if you don`t have to work them.
1," this has been like the never ending story....all I seem to be doing is packing and now unpacking!!! Soon over, great here"
0,Woo hoo! My happiness score is 612. Apparently I am over-the-top happy. Considering the week I`ve had....
1,Just saw Star Trek with the boo.. Now off to bed! Never again will I go to a Vallejo theater. hAppy mOthErs dAy to all!! I love my mommy
1,Feeling tempted by high volume of jeeps to start an 'acura wave'. Me too!
0,: yay! it will be good to have you back
2, i miss you  when are you gonna be down in irvine again?? liz and i were just reminiscing about all our adventures.
2,homeee! my feet are sore
0,Wearing 'purple with a passion' by OPI and I absolutely love it!!
2, dammit i had the passes but i am still at work
1, I thought all the Apple Store and/or Best Buy guys wanted on?!
2,  you don`t love me anymore!
0,Yum chocolate sorbet! She barely even shared  http://twitpic.com/67azl
0, seems like a win win situation
1,170th update
0, Thank you so much  Me neitherrrr!
1,fully understands why these cats have cabin fever! Holy ****.. I really wanna be outside!!
1, what have you been up to ?
2,"Watching NHL playoff Game1 tomorrow night if anyone is interested, and I know that none of you are."
2,Born and raised in NYC and living in Texas for the past 10 years!  I still miss NY
1, Also 
0," I send messages to greg all the time, no answer  its ok I still love o & a, goog luck with your move to Erie."
1, no  are you for sure going?
2,The weather is so ugly n L.A... It`s really cold
0, I really wish I could convince Brandon to move somewhere like that. All he wants to do is move to Lexington.
1,_Logos nope my computer right now is in need of a power supply so im useing an old office machine
2," indeed, much fail"
2,sleeping... would`ve been home sooner but we accidentally killed bambi on the way home
1,back to br
0, I know you would be successful. And you`re just starting. You would do great in the coming years. Good luck to you
2, I would totally take you to prom...if i hadnt already gone  sorry lol
1,I lost 15 dollars. I always lose my money
1, Thanks! I registered
0,_joy it`s entirely possible
1,_couper  I`ve heard that. 2 of my sons have seen it and one wants to see it again. I can`t wait to get there
1,Oh. Seems the playable Joker PS3 exclusivity on Arkham Asylum is much bigger than thought.
0,`You Are What U Eat` isn`t EXACTLY true.. `You Are What U Digest` TodayISaProsperous &Productive Day! ThankUJesus!  BeYEBlessed! hee hee
1,http://www.miss-hudgens.com/?p=28 Nessa is 27# on Maxim Magazine`s Hot 100 of 2009
2,ipod died today
1, HEY HEY ready to come to oklahoma?
2,": hmmm, wrong link, ignore my tweet"
0,finally home  crazy party 2nite! thanks  4 driving me home!
1,Still sick  bout to play some ps3 till the laker game starts
0, A pretty black top with flowers in pink hues
1,  YOU MAKIN` ME ****
2,has made herself officially unavailable to her best friend
1,Getting a pedicure. I love these. My massage did not include a leg/arm/foot massage today.
0,good mornig to everone... it`s a great morning ...in the evening i play in the theatre in lord of the flies. it`s so much fun!
2,can`t sleep... havent finish my homework  **** IT !
1, Morning Sunshine
0,In pillow heaven
0," cheers mate, still getting over Wednesday  You ok? You should be, you are an incredibly wealthy man"
